"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Alaska","Fairbanks North Star ",2010,355,180,140,27,8,0,0,180,99,48,2,0,0,353,0
"Alaska","Juneau ",2010,359,231,127,1,0,0,0,112,70,35,0,0,0,359,0
"Alaska","Kenai Peninsula ",2010,121,121,0,0,0,0,0,23,13,7,0,0,0,121,0
"Alaska","Matanuska-Susitna ",2010,317,277,37,3,0,0,0,118,54,17,0,0,0,310,7
"Alaska","Yukon-Koyukuk ",2010,115,112,3,0,0,0,0,82,25,6,0,0,0,115,0
"Arizona","Apache",2010,360,360,0,0,0,0,0,49,26,14,0,0,0,65,295
"Arizona","Cochise",2010,363,244,115,4,0,0,0,112,67,45,0,0,324,37,2
"Arizona","Coconino",2010,363,230,129,4,0,0,0,136,74,47,0,0,337,12,14
"Arizona","Gila",2010,362,237,122,3,0,0,0,136,77,44,0,0,190,7,165
"Arizona","La Paz",2010,213,121,88,4,0,0,0,105,80,48,0,0,213,0,0
"Arizona","Maricopa",2010,365,86,250,27,2,0,0,170,100,64,0,58,207,69,31
"Arizona","Mohave",2010,118,117,1,0,0,0,0,51,28,16,0,0,0,79,39
"Arizona","Navajo",2010,364,279,83,2,0,0,0,112,61,44,0,0,359,2,3
"Arizona","Pima",2010,365,204,156,5,0,0,0,141,80,49,0,5,294,9,57
"Arizona","Pinal",2010,365,88,236,39,0,0,2,1786,101,69,0,0,136,8,221
"Arizona","Santa Cruz",2010,165,91,68,6,0,0,0,119,84,47,0,0,0,55,110
"Arizona","Yavapai",2010,263,219,43,1,0,0,0,122,61,42,0,0,207,56,0
"Arizona","Yuma",2010,358,259,91,8,0,0,0,147,80,41,0,0,182,26,150
"Arkansas","Arkansas",2010,118,42,76,0,0,0,0,85,68,55,0,0,0,118,0
"Arkansas","Ashley",2010,120,44,76,0,0,0,0,75,66,54,0,0,0,120,0
"Arkansas","Clark",2010,359,310,45,4,0,0,0,126,58,35,0,0,359,0,0
"Arkansas","Crittenden",2010,365,219,130,14,2,0,0,164,80,44,0,43,240,82,0
"Arkansas","Faulkner",2010,120,41,79,0,0,0,0,80,65,54,0,0,0,120,0
"Arkansas","Garland",2010,121,44,77,0,0,0,0,76,66,54,0,0,0,121,0
"Arkansas","Jackson",2010,120,47,73,0,0,0,0,91,67,54,0,0,0,120,0
"Arkansas","Newton",2010,365,278,85,2,0,0,0,105,64,40,0,0,324,41,0
"Arkansas","Phillips",2010,120,39,81,0,0,0,0,78,66,55,0,0,0,120,0
"Arkansas","Polk",2010,362,225,128,9,0,0,0,136,74,45,0,0,287,75,0
"Arkansas","Pope",2010,119,39,80,0,0,0,0,94,65,54,0,0,0,119,0
"Arkansas","Pulaski",2010,365,74,283,8,0,0,0,133,80,59,0,2,97,266,0
"Arkansas","Sebastian",2010,110,35,75,0,0,0,0,86,68,55,0,0,0,110,0
"Arkansas","Union",2010,120,38,82,0,0,0,0,96,66,55,0,0,0,120,0
"Arkansas","Van Buren",2010,174,163,11,0,0,0,0,93,45,31,0,0,174,0,0
"Arkansas","Washington",2010,365,255,109,1,0,0,0,112,67,42,0,0,278,87,0
"Arkansas","White",2010,117,37,80,0,0,0,0,90,66,56,0,0,0,117,0
"California","Alameda",2010,365,161,199,4,1,0,0,179,72,52,0,8,86,271,0
"California","Amador",2010,361,302,48,10,1,0,0,151,64,35,0,0,361,0,0
"California","Butte",2010,365,167,185,13,0,0,0,126,84,53,0,0,216,149,0
"California","Calaveras",2010,365,249,103,12,1,0,0,154,84,44,0,0,290,75,0
"California","Colusa",2010,353,307,45,1,0,0,0,119,54,39,0,0,287,61,5
"California","Contra Costa",2010,365,288,68,8,1,0,0,154,67,40,0,8,262,93,2
"California","Del Norte",2010,110,109,1,0,0,0,0,57,30,14,0,0,0,77,33
"California","El Dorado",2010,365,250,90,23,2,0,0,192,93,42,0,0,364,1,0
"California","Fresno",2010,365,48,230,65,21,1,0,209,130,71,0,0,167,198,0
"California","Glenn",2010,365,229,136,0,0,0,0,92,62,44,0,0,178,187,0
"California","Humboldt",2010,365,348,17,0,0,0,0,75,41,30,5,6,303,50,1
"California","Imperial",2010,365,151,163,51,0,0,0,140,108,57,1,52,258,53,1
"California","Inyo",2010,365,236,98,13,1,6,11,4909,93,44,0,0,223,80,62
"California","Kern",2010,365,43,197,85,38,2,0,202,151,81,0,0,177,185,3
"California","Kings",2010,365,30,252,65,15,3,0,208,129,72,0,0,125,239,1
"California","Lake",2010,361,356,5,0,0,0,0,74,44,35,0,0,357,4,0
"California","Los Angeles",2010,365,14,237,99,15,0,0,200,138,78,0,25,148,191,1
"California","Madera",2010,364,208,128,18,9,1,0,201,90,47,0,21,262,79,2
"California","Marin",2010,365,191,170,4,0,0,0,128,63,49,0,13,52,300,0
"California","Mariposa",2010,365,152,187,23,3,0,0,187,93,52,0,0,245,119,1
"California","Mendocino",2010,361,250,111,0,0,0,0,75,58,42,0,0,30,305,26
"California","Merced",2010,365,106,220,33,6,0,0,177,101,59,0,3,161,198,3
"California","Mono",2010,365,308,35,4,5,1,12,4658,61,18,0,0,0,26,339
"California","Monterey",2010,365,292,73,0,0,0,0,100,55,40,0,3,187,174,1
"California","Napa",2010,365,215,148,1,1,0,0,159,64,46,0,2,119,244,0
"California","Nevada",2010,365,242,101,21,1,0,0,154,90,44,0,1,342,22,0
"California","Orange",2010,365,65,292,7,1,0,0,177,82,61,0,11,59,295,0
"California","Placer",2010,365,127,208,26,4,0,0,200,97,55,0,2,175,188,0
"California","Plumas",2010,124,70,51,3,0,0,0,110,78,44,0,0,0,124,0
"California","Riverside",2010,365,11,208,95,48,3,0,217,156,87,0,2,176,159,28
"California","Sacramento",2010,365,161,176,20,7,1,0,207,97,53,0,9,193,162,1
"California","San Benito",2010,365,288,70,7,0,0,0,126,60,41,0,0,296,69,0
"California","San Bernardino",2010,365,12,218,80,48,7,0,219,164,84,0,6,201,158,0
"California","San Diego",2010,365,35,305,21,4,0,0,192,93,64,0,29,125,209,2
"California","San Francisco",2010,365,171,191,3,0,0,0,125,70,51,0,29,52,283,1
"California","San Joaquin",2010,365,168,184,12,1,0,0,174,83,52,0,16,155,194,0
"California","San Luis Obispo",2010,365,124,207,33,1,0,0,161,97,55,0,0,205,137,23
"California","San Mateo",2010,362,250,110,2,0,0,0,122,61,42,2,10,115,235,0
"California","Santa Barbara",2010,365,219,139,7,0,0,0,143,67,47,0,1,235,128,1
"California","Santa Clara",2010,365,181,172,10,2,0,0,164,69,51,0,8,95,262,0
"California","Santa Cruz",2010,365,311,54,0,0,0,0,95,53,37,0,0,161,204,0
"California","Shasta",2010,365,269,81,15,0,0,0,119,84,43,0,0,347,18,0
"California","Siskiyou",2010,361,350,11,0,0,0,0,90,45,33,0,0,344,16,1
"California","Solano",2010,365,242,119,4,0,0,0,136,68,42,0,12,178,175,0
"California","Sonoma",2010,365,268,97,0,0,0,0,93,59,36,0,4,126,234,1
"California","Stanislaus",2010,365,125,202,32,6,0,0,177,102,58,0,0,178,187,0
"California","Sutter",2010,365,163,198,3,1,0,0,177,71,52,0,4,110,251,0
"California","Tehama",2010,365,128,219,18,0,0,0,136,90,55,0,0,174,191,0
"California","Trinity",2010,122,122,0,0,0,0,0,46,26,11,0,0,0,86,36
"California","Tulare",2010,365,65,188,78,34,0,0,197,150,72,0,1,193,171,0
"California","Tuolumne",2010,365,274,83,8,0,0,0,147,80,41,0,0,365,0,0
"California","Ventura",2010,365,202,145,14,4,0,0,161,87,48,0,10,298,57,0
"California","Yolo",2010,362,273,86,3,0,0,0,109,61,41,0,8,228,124,2
"Colorado","Adams",2010,363,259,104,0,0,0,0,93,61,44,0,67,138,79,79
"Colorado","Alamosa",2010,355,337,14,2,2,0,0,166,41,20,0,0,0,24,331
"Colorado","Arapahoe",2010,365,216,142,7,0,0,0,122,80,48,0,0,348,17,0
"Colorado","Archuleta",2010,310,298,7,4,1,0,0,198,33,17,0,0,0,0,310
"Colorado","Boulder",2010,365,226,127,12,0,0,0,143,77,46,5,0,319,41,0
"Colorado","Chaffee",2010,128,70,55,3,0,0,0,101,77,50,0,0,128,0,0
"Colorado","Clear Creek",2010,105,4,78,21,2,0,0,161,115,74,0,0,105,0,0
"Colorado","Delta",2010,115,111,4,0,0,0,0,86,32,19,0,0,0,0,115
"Colorado","Denver",2010,365,175,187,3,0,0,0,108,74,51,0,106,135,122,2
"Colorado","Douglas",2010,354,229,112,13,0,0,0,136,80,46,0,0,333,21,0
"Colorado","El Paso",2010,365,254,107,3,1,0,0,151,74,46,0,0,342,23,0
"Colorado","Elbert",2010,59,57,2,0,0,0,0,59,39,23,0,0,0,59,0
"Colorado","Fremont",2010,54,54,0,0,0,0,0,29,22,14,0,0,0,0,54
"Colorado","Garfield",2010,365,167,188,10,0,0,0,150,84,51,0,0,364,0,1
"Colorado","Gunnison",2010,365,308,55,2,0,0,0,129,57,42,0,0,299,0,66
"Colorado","Jackson",2010,111,111,0,0,0,0,0,47,16,9,0,0,0,111,0
"Colorado","Jefferson",2010,365,233,106,26,0,0,0,143,93,46,0,0,365,0,0
"Colorado","La Plata",2010,365,220,135,9,1,0,0,183,80,48,0,8,349,4,4
"Colorado","Larimer",2010,365,166,178,21,0,0,0,140,90,53,0,0,348,17,0
"Colorado","Mesa",2010,365,217,142,6,0,0,0,120,74,48,2,0,301,40,22
"Colorado","Montezuma",2010,365,265,99,1,0,0,0,122,64,46,0,0,349,16,0
"Colorado","Park",2010,191,93,93,5,0,0,0,133,84,51,0,0,191,0,0
"Colorado","Pitkin",2010,362,214,142,5,1,0,0,164,77,49,0,0,359,1,2
"Colorado","Prowers",2010,365,341,24,0,0,0,0,91,44,24,0,0,0,0,365
"Colorado","Pueblo",2010,142,128,14,0,0,0,0,70,48,31,0,0,0,118,24
"Colorado","Rio Blanco",2010,351,241,108,2,0,0,0,108,61,47,0,2,278,71,0
"Colorado","Routt",2010,351,331,20,0,0,0,0,73,37,16,0,0,0,0,351
"Colorado","San Juan",2010,119,116,3,0,0,0,0,86,22,11,0,0,0,119,0
"Colorado","San Miguel",2010,147,129,17,0,1,0,0,200,54,19,0,0,47,0,100
"Colorado","Summit",2010,312,311,1,0,0,0,0,63,25,12,0,0,0,0,312
"Colorado","Teller",2010,130,63,65,2,0,0,0,105,84,51,0,0,130,0,0
"Colorado","Weld",2010,365,212,146,7,0,0,0,126,77,47,18,0,292,54,1
"Connecticut","Fairfield",2010,365,204,132,25,4,0,0,179,93,47,1,35,144,185,0
"Connecticut","Hartford",2010,365,248,111,5,1,0,0,159,69,40,8,35,101,221,0
"Connecticut","Litchfield",2010,365,297,63,4,1,0,0,154,61,38,4,6,322,33,0
"Connecticut","Middlesex",2010,179,124,46,8,1,0,0,151,84,44,0,0,179,0,0
"Connecticut","New Haven",2010,364,204,143,17,0,0,0,140,78,46,0,33,150,181,0
"Connecticut","New London",2010,364,245,111,8,0,0,0,126,68,41,0,0,118,246,0
"Connecticut","Tolland",2010,181,129,37,13,2,0,0,190,84,43,0,0,181,0,0
"Connecticut","Windham",2010,326,282,39,5,0,0,0,122,61,36,0,0,326,0,0
"Country Of Mexico","BAJA CALIFORNIA NORTE",2010,365,137,189,28,10,0,1,785,101,58,10,113,188,0,54
"Country Of Mexico","CHIHUAHUA STATE",2010,365,263,88,12,1,0,1,556,78,43,44,0,276,0,45
"Country Of Mexico","SONORA",2010,62,10,50,2,0,0,0,128,93,63,0,0,0,0,62
"Delaware","Kent",2010,307,193,102,9,3,0,0,166,84,44,0,0,227,80,0
"Delaware","New Castle",2010,365,131,201,28,5,0,0,158,97,55,0,5,151,209,0
"Delaware","Sussex",2010,304,170,113,17,4,0,0,182,93,48,0,0,248,56,0
"District Of Columbia","District of Columbia",2010,365,137,193,28,7,0,0,187,100,55,0,23,148,192,2
"Florida","Alachua",2010,365,215,149,1,0,0,0,101,62,46,0,0,122,243,0
"Florida","Baker",2010,363,336,27,0,0,0,0,97,49,36,0,0,363,0,0
"Florida","Bay",2010,365,167,192,6,0,0,0,140,71,52,0,0,122,243,0
"Florida","Brevard",2010,365,199,166,0,0,0,0,87,61,48,0,0,126,239,0
"Florida","Broward",2010,365,194,170,1,0,0,0,105,61,49,0,7,52,306,0
"Florida","Citrus",2010,122,81,41,0,0,0,0,69,58,42,0,0,0,122,0
"Florida","Collier",2010,362,218,144,0,0,0,0,93,59,46,0,0,83,279,0
"Florida","Columbia",2010,361,147,213,1,0,0,0,101,66,52,0,0,63,298,0
"Florida","Duval",2010,365,172,188,5,0,0,0,147,69,52,0,0,146,217,2
"Florida","Escambia",2010,365,144,213,6,2,0,0,156,74,53,0,0,134,231,0
"Florida","Hamilton",2010,351,161,190,0,0,0,0,77,62,51,0,0,0,351,0
"Florida","Highlands",2010,348,312,36,0,0,0,0,97,51,36,0,0,348,0,0
"Florida","Hillsborough",2010,365,108,247,9,1,0,0,154,77,55,0,0,102,263,0
"Florida","Holmes",2010,365,138,227,0,0,0,0,93,65,53,0,0,58,307,0
"Florida","Indian River",2010,339,288,51,0,0,0,0,90,58,39,0,0,339,0,0
"Florida","Lake",2010,365,199,165,1,0,0,0,136,63,49,0,0,110,255,0
"Florida","Lee",2010,365,220,144,1,0,0,0,101,63,46,0,0,151,210,4
"Florida","Leon",2010,365,113,251,0,1,0,0,160,67,54,0,0,40,325,0
"Florida","Liberty",2010,324,293,31,0,0,0,0,93,50,36,0,0,324,0,0
"Florida","Manatee",2010,365,309,53,3,0,0,0,101,64,37,0,0,365,0,0
"Florida","Marion",2010,365,195,168,2,0,0,0,112,63,49,0,0,109,256,0
"Florida","Martin",2010,204,123,81,0,0,0,0,77,59,46,0,0,45,159,0
"Florida","Miami-Dade",2010,365,126,235,4,0,0,0,150,64,53,0,0,53,312,0
"Florida","Okaloosa",2010,365,310,52,3,0,0,0,147,58,37,0,0,365,0,0
"Florida","Orange",2010,365,172,188,5,0,0,0,133,64,51,0,0,112,253,0
"Florida","Osceola",2010,365,327,36,2,0,0,0,133,51,36,0,0,365,0,0
"Florida","Palm Beach",2010,365,197,166,2,0,0,0,119,62,49,0,0,98,267,0
"Florida","Pasco",2010,365,304,61,0,0,0,0,97,58,39,0,0,365,0,0
"Florida","Pinellas",2010,365,152,213,0,0,0,0,100,66,52,0,0,87,278,0
"Florida","Polk",2010,365,180,183,2,0,0,0,122,64,51,0,0,110,254,1
"Florida","Putnam",2010,359,357,2,0,0,0,0,57,27,15,0,0,0,0,359
"Florida","Santa Rosa",2010,365,168,191,4,2,0,0,156,69,52,0,0,153,212,0
"Florida","Sarasota",2010,365,66,294,5,0,0,0,133,71,56,0,0,63,302,0
"Florida","Seminole",2010,364,290,71,3,0,0,0,105,57,39,0,0,307,52,5
"Florida","St. Lucie",2010,223,134,89,0,0,0,0,93,58,47,0,0,43,180,0
"Florida","Volusia",2010,365,216,148,1,0,0,0,101,61,46,0,0,133,232,0
"Florida","Wakulla",2010,355,295,58,2,0,0,0,126,56,38,0,0,291,64,0
"Georgia","Bibb",2010,364,84,276,4,0,0,0,133,77,58,0,0,45,319,0
"Georgia","Charlton",2010,119,88,31,0,0,0,0,71,57,39,0,0,0,119,0
"Georgia","Chatham",2010,364,154,210,0,0,0,0,100,67,52,0,0,48,316,0
"Georgia","Chattooga",2010,264,203,61,0,0,0,0,97,71,41,0,0,242,0,22
"Georgia","Clarke",2010,365,153,207,5,0,0,0,147,77,54,0,0,106,259,0
"Georgia","Clayton",2010,112,28,84,0,0,0,0,88,72,58,0,0,0,112,0
"Georgia","Cobb",2010,347,107,223,16,1,0,0,156,84,56,0,0,85,262,0
"Georgia","Coffee",2010,59,32,27,0,0,0,0,85,67,48,0,0,0,59,0
"Georgia","Columbia",2010,243,181,61,1,0,0,0,108,71,44,0,0,243,0,0
"Georgia","Coweta",2010,365,156,209,0,0,0,0,100,72,53,0,0,74,291,0
"Georgia","Dawson",2010,244,187,49,7,1,0,0,151,74,43,0,0,244,0,0
"Georgia","DeKalb",2010,365,66,288,9,2,0,0,182,80,61,0,6,49,310,0
"Georgia","Dougherty",2010,357,113,241,2,1,0,0,158,73,56,0,0,0,354,3
"Georgia","Douglas",2010,244,159,76,9,0,0,0,133,87,45,0,0,244,0,0
"Georgia","Floyd",2010,363,54,307,0,2,0,0,156,77,61,0,0,0,363,0
"Georgia","Fulton",2010,365,87,261,15,2,0,0,161,87,58,2,0,76,285,2
"Georgia","Glynn",2010,280,216,64,0,0,0,0,93,61,42,0,0,209,63,8
"Georgia","Gwinnett",2010,365,145,215,5,0,0,0,119,74,54,0,0,85,280,0
"Georgia","Hall",2010,354,94,260,0,0,0,0,99,78,60,0,0,0,354,0
"Georgia","Henry",2010,365,157,203,3,2,0,0,159,74,53,0,0,80,285,0
"Georgia","Houston",2010,331,79,252,0,0,0,0,99,73,57,0,0,0,331,0
"Georgia","Lowndes",2010,332,46,280,4,2,0,0,161,72,59,0,0,0,332,0
"Georgia","Murray",2010,278,181,88,9,0,0,0,150,77,45,0,0,209,69,0
"Georgia","Muscogee",2010,365,130,232,1,1,1,0,270,76,55,0,0,69,296,0
"Georgia","Paulding",2010,365,165,193,7,0,0,0,150,77,52,2,1,115,247,0
"Georgia","Pike",2010,325,239,81,4,1,0,0,166,77,41,0,0,325,0,0
"Georgia","Richmond",2010,364,138,221,5,0,0,0,136,75,54,0,0,81,283,0
"Georgia","Rockdale",2010,363,285,68,10,0,0,0,150,67,36,0,121,242,0,0
"Georgia","Sumter",2010,234,189,43,2,0,0,0,108,64,42,0,0,234,0,0
"Georgia","Walker",2010,351,97,254,0,0,0,0,96,73,57,0,0,0,351,0
"Georgia","Washington",2010,112,49,63,0,0,0,0,91,65,52,0,0,0,102,10
"Georgia","Wilkinson",2010,106,21,84,0,1,0,0,188,72,57,0,0,0,106,0
"Hawaii","Hawaii",2010,365,11,339,13,2,0,0,156,88,69,0,0,0,365,0
"Hawaii","Honolulu",2010,365,190,174,0,1,0,0,155,59,49,0,1,45,312,7
"Hawaii","Maui",2010,343,322,21,0,0,0,0,78,46,24,0,0,0,343,0
"Idaho","Ada",2010,365,102,259,4,0,0,0,136,72,55,0,14,86,263,2
"Idaho","Bannock",2010,365,335,30,0,0,0,0,83,47,23,0,0,0,196,169
"Idaho","Benewah",2010,363,214,147,2,0,0,0,131,66,43,0,0,0,363,0
"Idaho","Bonner",2010,321,319,1,1,0,0,0,106,19,9,0,0,0,0,321
"Idaho","Butte",2010,331,286,45,0,0,0,0,77,54,43,0,0,315,16,0
"Idaho","Canyon",2010,360,262,97,1,0,0,0,127,61,30,0,0,0,189,171
"Idaho","Cassia",2010,166,133,33,0,0,0,0,84,58,45,0,0,166,0,0
"Idaho","Custer",2010,110,110,0,0,0,0,0,47,23,10,0,0,0,110,0
"Idaho","Franklin",2010,33,9,21,2,1,0,0,161,99,58,0,0,0,33,0
"Idaho","Idaho",2010,343,329,14,0,0,0,0,60,32,13,0,0,0,343,0
"Idaho","Kootenai",2010,180,175,5,0,0,0,0,84,46,37,0,2,178,0,0
"Idaho","Latah",2010,277,261,16,0,0,0,0,70,39,13,0,0,0,277,0
"Idaho","Lemhi",2010,343,199,130,13,1,0,0,154,83,43,0,0,0,343,0
"Idaho","Nez Perce",2010,357,322,35,0,0,0,0,72,50,22,0,0,0,357,0
"Idaho","Power",2010,4,4,0,0,0,0,0,24,24,20,0,0,0,0,4
"Idaho","Shoshone",2010,365,162,180,22,1,0,0,156,94,54,0,0,0,361,4
"Idaho","Twin Falls",2010,351,309,41,1,0,0,0,131,51,32,0,0,0,351,0
"Illinois","Adams",2010,353,300,52,1,0,0,0,122,58,37,0,0,308,45,0
"Illinois","Champaign",2010,352,280,72,0,0,0,0,88,57,35,0,0,261,91,0
"Illinois","Clark",2010,210,176,34,0,0,0,0,90,64,40,0,0,210,0,0
"Illinois","Cook",2010,365,43,298,24,0,0,0,140,90,62,0,18,61,285,1
"Illinois","DuPage",2010,365,132,230,3,0,0,0,110,75,54,0,0,50,315,0
"Illinois","Effingham",2010,195,157,32,6,0,0,0,105,74,44,0,0,195,0,0
"Illinois","Hamilton",2010,249,152,86,11,0,0,0,119,87,47,0,0,211,38,0
"Illinois","Jackson",2010,44,44,0,0,0,0,0,46,30,20,0,0,0,0,44
"Illinois","Jersey",2010,262,197,61,4,0,0,0,108,67,38,0,0,219,43,0
"Illinois","Jo Daviess",2010,357,327,28,2,0,0,0,105,49,37,0,0,357,0,0
"Illinois","Kane",2010,365,305,57,3,0,0,0,122,61,37,0,0,323,42,0
"Illinois","La Salle",2010,365,232,133,0,0,0,0,94,63,42,0,0,0,283,82
"Illinois","Lake",2010,365,287,67,10,1,0,0,156,71,38,0,0,329,36,0
"Illinois","Macon",2010,365,167,198,0,0,0,0,99,74,52,0,0,168,197,0
"Illinois","Macoupin",2010,360,321,35,4,0,0,0,119,51,37,0,0,358,0,2
"Illinois","Madison",2010,365,41,298,24,2,0,0,151,92,64,0,0,70,294,1
"Illinois","McHenry",2010,362,225,136,1,0,0,0,115,68,44,0,0,172,190,0
"Illinois","McLean",2010,365,271,92,2,0,0,0,112,64,41,0,0,292,73,0
"Illinois","Peoria",2010,365,114,248,3,0,0,0,105,75,56,0,0,84,281,0
"Illinois","Randolph",2010,353,305,48,0,0,0,0,97,55,36,0,0,312,41,0
"Illinois","Rock Island",2010,363,332,31,0,0,0,0,80,48,33,0,0,328,35,0
"Illinois","Saint Clair",2010,365,177,181,7,0,0,0,150,79,52,0,59,135,171,0
"Illinois","Sangamon",2010,365,272,92,1,0,0,0,105,65,40,41,0,237,87,0
"Illinois","Will",2010,351,292,57,2,0,0,0,115,61,38,0,0,303,47,1
"Illinois","Winnebago",2010,365,299,64,2,0,0,0,117,58,37,4,0,292,69,0
"Indiana","Allen",2010,365,78,279,8,0,0,0,121,84,61,10,0,23,332,0
"Indiana","Boone",2010,183,125,51,7,0,0,0,122,90,45,0,0,183,0,0
"Indiana","Carroll",2010,182,139,39,4,0,0,0,119,74,45,0,0,182,0,0
"Indiana","Clark",2010,354,73,265,16,0,0,0,147,84,61,0,0,86,268,0
"Indiana","Delaware",2010,234,135,97,2,0,0,0,108,74,48,0,0,145,89,0
"Indiana","Dubois",2010,119,30,89,0,0,0,0,92,78,58,0,0,0,119,0
"Indiana","Elkhart",2010,268,158,108,2,0,0,0,110,76,47,0,0,146,122,0
"Indiana","Floyd",2010,365,119,235,10,1,0,0,183,78,57,0,0,105,260,0
"Indiana","Gibson",2010,119,42,77,0,0,0,0,86,71,56,0,0,0,119,0
"Indiana","Greene",2010,166,104,56,6,0,0,0,119,84,47,0,0,166,0,0
"Indiana","Hamilton",2010,180,119,53,8,0,0,0,122,87,44,0,0,180,0,0
"Indiana","Hancock",2010,183,120,59,4,0,0,0,105,80,45,0,0,183,0,0
"Indiana","Hendricks",2010,183,146,37,0,0,0,0,100,67,41,0,0,183,0,0
"Indiana","Henry",2010,117,43,73,1,0,0,0,107,73,55,0,0,0,117,0
"Indiana","Howard",2010,112,44,67,1,0,0,0,113,81,53,0,0,0,112,0
"Indiana","Huntington",2010,182,159,23,0,0,0,0,90,54,41,0,0,182,0,0
"Indiana","Jackson",2010,172,127,43,2,0,0,0,105,74,45,0,0,172,0,0
"Indiana","Johnson",2010,183,132,49,2,0,0,0,105,74,44,0,0,183,0,0
"Indiana","Knox",2010,362,252,106,4,0,0,0,112,72,42,0,0,289,73,0
"Indiana","LaPorte",2010,242,147,92,2,1,0,0,151,77,45,0,0,160,82,0
"Indiana","Lake",2010,365,54,294,17,0,0,0,133,90,67,3,10,27,321,4
"Indiana","Madison",2010,290,136,154,0,0,0,0,100,75,53,0,0,120,170,0
"Indiana","Marion",2010,365,53,299,13,0,0,0,143,91,64,0,1,60,303,1
"Indiana","Monroe",2010,302,99,203,0,0,0,0,89,70,56,0,0,0,302,0
"Indiana","Morgan",2010,181,161,20,0,0,0,0,87,51,40,0,0,181,0,0
"Indiana","Perry",2010,183,110,67,6,0,0,0,122,93,48,0,0,183,0,0
"Indiana","Porter",2010,365,107,253,5,0,0,0,133,80,57,0,0,38,313,14
"Indiana","Posey",2010,180,133,44,3,0,0,0,105,80,43,0,0,180,0,0
"Indiana","Shelby",2010,181,130,51,0,0,0,0,93,74,44,0,0,181,0,0
"Indiana","Spencer",2010,116,31,85,0,0,0,0,88,71,57,0,0,0,116,0
"Indiana","St. Joseph",2010,355,101,244,10,0,0,0,128,82,58,0,5,24,326,0
"Indiana","Tippecanoe",2010,365,97,266,2,0,0,0,120,77,58,0,0,0,365,0
"Indiana","Vanderburgh",2010,365,76,281,8,0,0,0,122,80,61,5,9,75,276,0
"Indiana","Vigo",2010,362,108,252,2,0,0,0,115,78,57,0,0,60,302,0
"Indiana","Wabash",2010,357,316,39,2,0,0,0,105,54,38,0,0,357,0,0
"Indiana","Warrick",2010,183,110,67,6,0,0,0,122,93,48,0,0,183,0,0
"Indiana","Washington",2010,115,45,70,0,0,0,0,83,67,53,0,0,0,115,0
"Indiana","Whitley",2010,249,125,123,1,0,0,0,102,72,50,0,0,0,245,4
"Iowa","Black Hawk",2010,360,161,192,7,0,0,0,113,74,52,0,0,0,360,0
"Iowa","Bremer",2010,214,187,26,1,0,0,0,108,54,38,0,0,214,0,0
"Iowa","Cerro Gordo",2010,362,346,16,0,0,0,0,64,38,18,0,0,0,0,362
"Iowa","Clinton",2010,365,69,286,10,0,0,0,125,82,59,0,0,33,332,0
