"CBSA","CBSA Code","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Barnstable Town, MA","12700",2013,315,288,23,4,0,0,0,129,50,36,0,0,287,28,0
"Baton Rouge, LA","12940",2013,365,122,234,7,2,0,0,166,74,54,0,2,110,253,0
"Bay City, MI","13020",2013,114,74,40,0,0,0,0,71,59,38,0,0,0,114,0
"Beaumont-Port Arthur, TX","13140",2013,365,150,208,7,0,0,0,129,71,52,0,0,101,264,0
"Beaver Dam, WI","13180",2013,365,209,154,1,0,1,0,214,67,47,0,0,166,199,0
"Beckley, WV","13220",2013,120,81,39,0,0,0,0,76,57,40,0,0,0,120,0
"Bellingham, WA","13380",2013,348,274,74,0,0,0,0,78,56,33,0,0,80,268,0
"Bend-Redmond, OR","13460",2013,365,276,89,0,0,0,0,86,59,39,0,0,77,288,0
"Bennington, VT","13540",2013,365,294,70,1,0,0,0,101,56,39,0,0,241,124,0
"Berlin, NH-VT","13620",2013,365,278,85,2,0,0,0,119,64,44,0,0,361,4,0
"Billings, MT","13740",2013,355,325,30,0,0,0,0,79,48,19,0,0,0,355,0
"Birmingham-Hoover, AL","13820",2013,365,95,267,3,0,0,0,129,72,56,0,0,49,316,0
"Bishop, CA","13860",2013,365,219,125,10,7,2,2,417,87,47,0,0,274,43,48
"Bismarck, ND","13900",2013,365,283,82,0,0,0,0,84,57,42,0,4,229,129,3
"Blacksburg-Christiansburg-Radford, VA","13980",2013,356,332,24,0,0,0,0,84,49,38,0,0,356,0,0
"Bloomington, IL","14010",2013,355,303,51,1,0,0,0,105,58,37,0,0,355,0,0
"Bloomington, IN","14020",2013,360,202,157,1,0,0,0,122,64,48,0,0,95,265,0
"Boise City, ID","14260",2013,365,258,92,11,4,0,0,196,76,40,1,70,172,66,56
"Boone, NC","14380",2013,122,95,26,0,1,0,0,154,57,34,0,0,0,122,0
"Boston-Cambridge-Newton, MA-NH","14460",2013,365,107,249,9,0,0,0,126,76,55,0,2,58,304,1
"Boulder, CO","14500",2013,360,228,116,15,1,0,0,151,87,46,0,0,323,36,1
"Bowling Green, KY","14540",2013,365,226,138,1,0,0,0,105,64,44,0,0,179,186,0
"Bozeman, MT","14580",2013,365,294,71,0,0,0,0,79,55,32,0,4,0,361,0
"Brainerd, MN","14660",2013,365,316,49,0,0,0,0,82,53,33,0,0,184,181,0
"Branson, MO","14700",2013,264,215,49,0,0,0,0,100,58,40,0,0,179,85,0
"Bremerton-Silverdale, WA","14740",2013,349,311,38,0,0,0,0,78,52,22,0,0,0,349,0
"Bridgeport-Stamford-Norwalk, CT","14860",2013,365,136,204,19,6,0,0,185,92,55,0,8,83,274,0
"Brookings, SD","15100",2013,365,309,56,0,0,0,0,93,56,39,0,0,289,58,18
"Brownsville-Harlingen, TX","15180",2013,365,196,169,0,0,0,0,96,71,49,0,0,97,268,0
"Brunswick, GA","15260",2013,312,257,55,0,0,0,0,80,56,38,0,0,168,144,0
"Buffalo-Cheektowaga-Niagara Falls, NY","15380",2013,365,185,176,4,0,0,0,122,66,50,0,3,125,237,0
"Burlington, NC","15500",2013,356,237,119,0,0,0,0,81,57,42,0,0,0,356,0
"Burlington-South Burlington, VT","15540",2013,365,260,104,1,0,0,0,133,60,42,0,2,202,161,0
"Butte-Silver Bow, MT","15580",2013,365,238,121,5,1,0,0,153,68,37,0,0,0,339,26
"Cadillac, MI","15620",2013,365,302,62,1,0,0,0,101,61,39,0,0,333,32,0
"Cambridge, MD","15700",2013,365,258,105,2,0,0,0,108,62,43,0,0,224,141,0
"Canton-Massillon, OH","15940",2013,365,130,232,3,0,0,0,112,70,53,1,0,69,295,0
"Cape Coral-Fort Myers, FL","15980",2013,365,275,90,0,0,0,0,93,58,40,0,0,150,215,0
"Carlsbad-Artesia, NM","16100",2013,356,242,112,2,0,0,0,122,74,45,0,0,326,30,0
"Carson City, NV","16180",2013,275,157,103,5,6,4,0,245,82,48,0,0,164,111,0
"Casper, WY","16220",2013,365,301,62,2,0,0,0,133,58,42,0,13,339,13,0
"Ca¤on City, CO","15860",2013,62,60,2,0,0,0,0,78,34,16,0,0,0,0,62
"Cedar Rapids, IA","16300",2013,365,170,194,1,0,0,0,122,66,52,0,0,81,284,0
"Centralia, WA","16500",2013,330,241,89,0,0,0,0,82,58,30,0,0,0,330,0
"Chambersburg-Waynesboro, PA","16540",2013,344,279,61,4,0,0,0,115,61,40,0,0,344,0,0
"Champaign-Urbana, IL","16580",2013,365,294,71,0,0,0,0,100,60,39,5,0,296,64,0
"Charleston, WV","16620",2013,349,258,89,2,0,0,0,112,60,39,0,0,151,110,88
"Charleston-North Charleston, SC","16700",2013,365,228,137,0,0,0,0,84,60,45,0,5,44,316,0
"Charlotte-Concord-Gastonia, NC-SC","16740",2013,365,162,200,3,0,0,0,108,68,52,0,1,125,239,0
"Charlottesville, VA","16820",2013,364,266,98,0,0,0,0,76,58,40,0,0,109,255,0
"Chattanooga, TN-GA","16860",2013,363,155,207,1,0,0,0,101,67,53,0,0,79,284,0
"Cheyenne, WY","16940",2013,365,271,91,3,0,0,0,115,67,43,0,5,334,23,3
"Chicago-Naperville-Elgin, IL-IN-WI","16980",2013,365,35,313,16,1,0,0,198,84,62,0,20,68,260,17
"Chico, CA","17020",2013,365,104,252,8,1,0,0,169,90,59,0,0,160,205,0
"Cincinnati, OH-KY-IN","17140",2013,365,18,338,9,0,0,0,129,80,63,0,0,38,324,3
"Claremont-Lebanon, NH-VT","17200",2013,365,288,77,0,0,0,0,84,57,38,0,0,219,146,0
"Clarksburg, WV","17220",2013,119,71,48,0,0,0,0,73,61,46,0,0,0,119,0
"Clarksville, TN-KY","17300",2013,365,185,179,1,0,0,0,115,64,49,0,0,130,235,0
"Clearlake, CA","17340",2013,364,355,9,0,0,0,0,80,44,33,0,0,357,7,0
"Cleveland, MS","17380",2013,245,208,36,1,0,0,0,108,58,41,0,0,245,0,0
"Cleveland-Elyria, OH","17460",2013,365,94,265,5,1,0,0,151,80,59,1,5,55,299,5
"Clinton, IA","17540",2013,365,81,281,3,0,0,0,115,74,58,0,0,43,322,0
"Colorado Springs, CO","17820",2013,365,228,127,10,0,0,0,140,84,47,0,0,349,14,2
"Columbia, MO","17860",2013,214,178,36,0,0,0,0,97,58,42,0,0,214,0,0
"Columbia, SC","17900",2013,365,174,191,0,0,0,0,97,63,51,0,2,69,294,0
"Columbus, GA-AL","17980",2013,365,199,165,1,0,0,0,111,66,49,0,0,72,293,0
"Columbus, IN","18020",2013,214,175,39,0,0,0,0,93,67,35,0,92,122,0,0
"Columbus, OH","18140",2013,365,155,204,6,0,0,0,136,71,52,0,1,101,263,0
"Concord, NH","18180",2013,244,193,51,0,0,0,0,97,59,37,0,0,155,89,0
"Cookeville, TN","18260",2013,113,73,40,0,0,0,0,70,59,44,0,0,0,113,0
"Coos Bay, OR","18300",2013,186,182,4,0,0,0,0,62,30,13,0,0,0,186,0
"Corning, NY","18500",2013,365,332,33,0,0,0,0,84,49,33,29,0,268,68,0
"Corpus Christi, TX","18580",2013,365,218,147,0,0,0,0,100,69,46,0,0,125,239,1
"Corsicana, TX","18620",2013,365,207,153,5,0,0,0,126,71,47,0,1,176,188,0
"Corvallis, OR","18700",2013,355,282,72,1,0,0,0,109,63,22,0,0,0,355,0
"Craig, CO","18780",2013,357,290,67,0,0,0,0,90,58,44,0,0,357,0,0
"Crescent City, CA","18860",2013,126,121,5,0,0,0,0,75,27,16,0,0,0,102,24
"Crestview-Fort Walton Beach-Destin, FL","18880",2013,361,344,17,0,0,0,0,87,46,32,0,0,337,0,24
"Cullowhee, NC","19000",2013,253,182,70,1,0,0,0,119,59,46,0,0,173,80,0
"Dallas-Fort Worth-Arlington, TX","19100",2013,365,65,254,41,5,0,0,187,108,61,0,3,131,227,4
"Dalton, GA","19140",2013,281,247,34,0,0,0,0,93,51,39,0,0,215,66,0
"Daphne-Fairhope-Foley, AL","19300",2013,273,213,60,0,0,0,0,87,58,40,0,0,177,96,0
"Davenport-Moline-Rock Island, IA-IL","19340",2013,365,69,293,3,0,0,0,126,75,59,0,0,23,275,67
"Dayton, OH","19380",2013,365,109,247,8,1,0,0,162,76,57,0,0,74,291,0
"Decatur, AL","19460",2013,282,214,68,0,0,0,0,87,57,42,0,0,183,99,0
"Decatur, IL","19500",2013,365,226,139,0,0,0,0,88,63,44,0,0,170,195,0
"Deltona-Daytona Beach-Ormond Beach, FL","19660",2013,365,269,96,0,0,0,0,90,56,43,0,0,122,242,1
"Deming, NM","19700",2013,365,241,113,4,4,0,3,562,77,46,0,3,320,0,42
"Denver-Aurora-Lakewood, CO","19740",2013,365,81,240,36,8,0,0,169,105,64,0,54,235,68,8
"Des Moines-West Des Moines, IA","19780",2013,365,189,176,0,0,0,0,99,64,49,0,0,81,284,0
"Detroit-Warren-Dearborn, MI","19820",2013,365,112,243,10,0,0,0,146,74,55,0,6,74,273,12
"Dickinson, ND","19860",2013,365,345,20,0,0,0,0,77,49,38,0,0,351,14,0
"Dodge City, KS","19980",2013,365,364,1,0,0,0,0,54,13,6,0,0,0,0,365
"Dothan, AL","20020",2013,285,238,47,0,0,0,0,84,55,39,0,0,186,99,0
"Douglas, GA","20060",2013,59,41,18,0,0,0,0,64,60,43,0,0,0,59,0
"Dover, DE","20100",2013,357,221,136,0,0,0,0,100,63,46,0,0,154,203,0
"DuBois, PA","20180",2013,347,313,34,0,0,0,0,97,50,36,0,0,347,0,0
"Duluth, MN-WI","20260",2013,365,238,127,0,0,0,0,93,60,44,0,0,139,223,3
"Durango, CO","20420",2013,365,232,128,4,0,1,0,293,77,47,0,6,354,4,1
"Durant, OK","20460",2013,137,113,22,2,0,0,0,126,71,35,0,0,137,0,0
"Durham-Chapel Hill, NC","20500",2013,365,241,123,1,0,0,0,105,59,43,0,0,74,291,0
"Dyersburg, TN","20540",2013,99,57,42,0,0,0,0,70,63,48,0,0,0,99,0
"Eagle Pass, TX","20580",2013,330,237,92,1,0,0,0,105,60,38,0,0,0,330,0
"East Stroudsburg, PA","20700",2013,365,200,164,1,0,0,0,101,64,48,0,0,134,231,0
"Eau Claire, WI","20740",2013,358,255,103,0,0,0,0,84,61,41,0,0,162,192,4
"Effingham, IL","20820",2013,213,184,29,0,0,0,0,97,58,41,0,0,213,0,0
"El Centro, CA","20940",2013,365,137,189,35,3,1,0,207,101,58,4,26,186,67,82
"El Dorado, AR","20980",2013,120,66,54,0,0,0,0,99,65,47,0,0,0,120,0
"El Paso, TX","21340",2013,365,97,254,11,3,0,0,168,85,58,0,11,104,238,12
"Elizabethtown-Fort Knox, KY","21060",2013,364,154,210,0,0,0,0,90,66,53,0,0,56,308,0
"Elkhart-Goshen, IN","21140",2013,350,131,216,3,0,0,0,126,69,54,0,0,66,284,0
"Elko, NV","21220",2013,361,351,10,0,0,0,0,83,38,20,0,0,0,27,334
"Ellensburg, WA","21260",2013,348,266,82,0,0,0,0,94,62,23,0,0,0,348,0
"Emporia, KS","21380",2013,120,93,27,0,0,0,0,71,57,34,0,0,0,120,0
"Erie, PA","21500",2013,365,130,235,0,0,0,0,100,72,55,0,3,64,298,0
"Espa¤ola, NM","21580",2013,295,237,56,2,0,0,0,112,61,44,0,0,271,24,0
"Eugene, OR","21660",2013,365,202,142,20,1,0,0,165,84,46,0,0,97,267,1
"Eureka-Arcata-Fortuna, CA","21700",2013,365,226,138,1,0,0,0,108,62,44,1,0,84,279,1
"Evanston, WY","21740",2013,365,312,53,0,0,0,0,93,54,44,0,0,363,0,2
"Evansville, IN-KY","21780",2013,365,117,245,3,0,0,0,108,73,55,3,0,87,275,0
"Fairbanks, AK","21820",2013,365,159,147,31,27,1,0,213,133,53,0,0,40,321,4
"Fairmont, WV","21900",2013,122,64,58,0,0,0,0,78,61,49,0,0,0,122,0
"Fallon, NV","21980",2013,210,153,57,0,0,0,0,87,61,46,0,0,210,0,0
"Fargo, ND-MN","22020",2013,355,272,83,0,0,0,0,89,59,42,2,7,162,179,5
"Farmington, NM","22140",2013,365,236,123,5,1,0,0,158,77,46,0,22,332,10,1
"Fayetteville, NC","22180",2013,336,213,122,1,0,0,0,105,60,46,0,0,84,252,0
"Fayetteville-Springdale-Rogers, AR-MO","22220",2013,365,258,107,0,0,0,0,97,64,44,0,0,291,74,0
"Fernley, NV","22280",2013,208,135,73,0,0,0,0,90,67,47,0,0,208,0,0
"Flagstaff, AZ","22380",2013,364,257,104,3,0,0,0,115,71,46,0,0,350,14,0
"Flint, MI","22420",2013,238,170,67,1,0,0,0,105,64,43,0,0,163,75,0
"Florence, SC","22500",2013,337,210,127,0,0,0,0,93,62,44,0,0,134,203,0
"Florence-Muscle Shoals, AL","22520",2013,285,225,60,0,0,0,0,80,56,40,0,0,188,97,0
"Fond du Lac, WI","22540",2013,189,167,22,0,0,0,0,90,54,39,0,0,189,0,0
"Fort Collins, CO","22660",2013,365,184,153,26,2,0,0,164,93,50,0,0,337,27,1
"Fort Madison-Keokuk, IA-IL-MO","22800",2013,110,50,60,0,0,0,0,90,69,52,0,0,0,110,0
"Fort Payne, AL","22840",2013,360,288,72,0,0,0,0,93,55,40,0,0,272,88,0
"Fort Smith, AR-OK","22900",2013,365,276,88,1,0,0,0,105,62,39,0,49,203,74,39
"Fort Wayne, IN","23060",2013,365,109,255,1,0,0,0,104,72,55,4,0,50,311,0
"Fresno, CA","23420",2013,365,35,191,114,25,0,0,197,147,88,0,1,190,169,5
"Gadsden, AL","23460",2013,281,217,64,0,0,0,0,90,57,41,0,0,176,105,0
"Gaffney, SC","23500",2013,242,209,32,1,0,0,0,101,54,40,0,0,242,0,0
"Gainesville, FL","23540",2013,359,278,81,0,0,0,0,100,56,39,0,0,150,209,0
"Gainesville, GA","23580",2013,342,145,197,0,0,0,0,91,68,53,0,0,0,342,0
"Gallup, NM","23700",2013,128,127,1,0,0,0,0,51,31,17,0,0,0,0,128
"Gardnerville Ranchos, NV","23820",2013,277,170,87,5,8,6,1,310,87,43,0,0,0,277,0
"Georgetown, SC","23860",2013,356,354,2,0,0,0,0,53,25,15,0,0,0,0,356
"Gettysburg, PA","23900",2013,365,173,189,3,0,0,0,120,71,52,1,5,133,226,0
"Gillette, WY","23940",2013,365,205,159,1,0,0,0,106,64,48,0,32,154,66,113
"Glenwood Springs, CO","24060",2013,365,238,126,1,0,0,0,101,74,47,0,3,358,3,1
"Goldsboro, NC","24140",2013,359,160,199,0,0,0,0,90,66,52,0,0,0,359,0
"Grand Island, NE","24260",2013,114,83,31,0,0,0,0,79,62,36,0,0,0,114,0
"Grand Junction, CO","24300",2013,365,225,136,4,0,0,0,117,71,47,0,0,315,40,10
"Grand Rapids-Wyoming, MI","24340",2013,365,200,161,4,0,0,0,138,71,48,0,0,128,237,0
"Grants Pass, OR","24420",2013,365,190,156,6,7,4,2,450,84,49,0,0,0,365,0
"Great Falls, MT","24500",2013,337,262,75,0,0,0,0,74,56,35,0,0,0,337,0
"Greeley, CO","24540",2013,365,216,138,11,0,0,0,133,87,48,0,0,320,45,0
"Green Bay, WI","24580",2013,365,219,144,2,0,0,0,119,67,45,0,0,144,221,0
"Greensboro-High Point, NC","24660",2013,358,218,139,1,0,0,0,105,60,44,0,0,94,264,0
"Greenville, NC","24780",2013,262,219,43,0,0,0,0,100,55,37,0,0,169,93,0
"Greenville-Anderson-Mauldin, SC","24860",2013,365,214,151,0,0,0,0,97,63,47,0,23,128,211,3
"Greenwood, SC","24940",2013,195,190,5,0,0,0,0,80,44,33,0,0,195,0,0
"Guayama, PR","25020",2013,123,117,6,0,0,0,0,57,43,21,0,0,0,77,46
"Gulfport-Biloxi-Pascagoula, MS","25060",2013,362,212,149,1,0,0,0,105,61,47,0,4,73,285,0
"Hagerstown-Martinsburg, MD-WV","25180",2013,363,200,157,6,0,0,0,131,67,48,0,0,110,253,0
"Hammond, LA","25220",2013,123,91,32,0,0,0,0,81,58,37,0,0,0,123,0
"Hanford-Corcoran, CA","25260",2013,365,57,213,80,14,1,0,204,130,77,0,0,184,140,41
"Harrisburg-Carlisle, PA","25420",2013,365,96,257,12,0,0,0,139,81,58,0,0,75,290,0
"Harrison, AR","25460",2013,365,306,59,0,0,0,0,90,55,38,0,0,321,44,0
"Harrisonburg, VA","25500",2013,365,304,61,0,0,0,0,79,53,37,0,110,165,90,0
"Hartford-West Hartford-East Hartford, CT","25540",2013,365,119,232,11,3,0,0,179,80,55,0,7,68,290,0
"Hattiesburg, MS","25620",2013,361,182,178,1,0,0,0,107,62,50,0,0,0,361,0
"Helena, MT","25740",2013,365,278,87,0,0,0,0,100,62,40,0,0,181,184,0
"Hermiston-Pendleton, OR","25840",2013,364,220,138,6,0,0,0,115,68,45,0,0,97,267,0
"Hickory-Lenoir-Morganton, NC","25860",2013,364,205,159,0,0,0,0,100,61,47,0,0,72,292,0
"Hilo, HI","25900",2013,365,14,351,0,0,0,0,94,72,61,0,0,0,365,0
"Hobbs, NM","26020",2013,365,254,109,2,0,0,0,111,71,42,0,13,232,118,2
"Holland, MI","26090",2013,240,150,82,7,1,0,0,154,80,44,0,0,163,77,0
"Homosassa Springs, FL","26140",2013,119,95,24,0,0,0,0,78,55,36,0,0,0,119,0
"Hot Springs, AR","26300",2013,120,65,55,0,0,0,0,75,66,48,0,0,0,120,0
"Houghton, MI","26340",2013,122,115,7,0,0,0,0,63,37,12,0,0,0,122,0
"Houma-Thibodaux, LA","26380",2013,365,280,84,1,0,0,0,146,58,41,0,0,200,165,0
"Houston-The Woodlands-Sugar Land, TX","26420",2013,365,75,266,19,5,0,0,197,87,58,0,10,90,264,1
"Huntington, IN","26540",2013,183,177,6,0,0,0,0,77,46,36,0,0,183,0,0
"Huntington-Ashland, WV-KY-OH","26580",2013,365,150,214,1,0,0,0,119,68,53,0,1,61,299,4
"Huntsville, AL","26620",2013,336,255,81,0,0,0,0,90,59,43,0,0,196,87,53
"Idaho Falls, ID","26820",2013,360,325,35,0,0,0,0,91,50,42,0,0,354,6,0
"Indiana, PA","26860",2013,352,305,42,4,1,0,0,169,58,36,0,0,352,0,0
"Indianapolis-Carmel-Anderson, IN","26900",2013,365,55,302,8,0,0,0,124,80,61,0,0,46,319,0
"Iowa City, IA","26980",2013,365,160,204,1,0,0,0,103,67,53,0,0,0,365,0
"Ithaca, NY","27060",2013,351,327,24,0,0,0,0,93,48,35,0,0,351,0,0
"Jackson, MS","27140",2013,365,157,208,0,0,0,0,93,66,52,0,0,58,307,0
"Jackson, TN","27180",2013,114,71,43,0,0,0,0,72,60,44,0,0,0,114,0
"Jackson, WY-ID","27220",2013,365,303,62,0,0,0,0,80,58,44,0,0,349,15,1
"Jacksonville, FL","27260",2013,365,233,131,1,0,0,0,111,61,45,0,0,101,264,0
"Jamestown-Dunkirk-Fredonia, NY","27460",2013,347,298,48,1,0,0,0,119,55,37,0,0,311,36,0
"Janesville-Beloit, WI","27500",2013,190,146,43,1,0,0,0,105,67,42,0,0,190,0,0
"Jasper, IN","27540",2013,120,49,71,0,0,0,0,78,68,54,0,0,0,119,1
"Jefferson City, MO","27620",2013,214,188,26,0,0,0,0,77,51,41,0,0,214,0,0
"Johnstown, PA","27780",2013,365,134,228,3,0,0,0,129,72,54,0,2,61,300,2
"Joplin, MO","27900",2013,362,303,57,2,0,0,0,105,58,35,0,0,198,0,164
"Juneau, AK","27940",2013,346,280,64,2,0,0,0,107,58,25,0,0,0,335,11
"Kahului-Wailuku-Lahaina, HI","27980",2013,362,285,77,0,0,0,0,81,56,37,0,0,0,362,0
"Kalamazoo-Portage, MI","28020",2013,241,165,75,1,0,0,0,105,67,44,0,0,156,85,0
"Kalispell, MT","28060",2013,365,235,126,4,0,0,0,125,64,44,0,0,138,201,26
"Kansas City, MO-KS","28140",2013,365,102,253,10,0,0,0,136,80,58,0,3,94,264,4
"Kapaa, HI","28180",2013,365,351,14,0,0,0,0,58,42,19,3,52,0,310,0
"Keene, NH","28300",2013,365,241,121,3,0,0,0,108,68,43,0,0,182,183,0
"Kennewick-Richland, WA","28420",2013,365,270,92,2,0,0,1,517,62,33,0,0,0,333,32
"Killeen-Temple, TX","28660",2013,362,294,64,4,0,0,0,115,67,40,0,0,362,0,0
"Kingsport-Bristol-Bristol, TN-VA","28700",2013,365,265,99,1,0,0,0,101,58,42,2,120,163,80,0
"Kingsville, TX","28780",2013,349,232,116,1,0,0,0,107,61,41,0,0,0,349,0
"Kinston, NC","28820",2013,262,217,45,0,0,0,0,100,55,38,0,0,174,88,0
"Klamath Falls, OR","28900",2013,364,178,160,22,4,0,0,168,91,51,0,0,0,364,0
"Knoxville, TN","28940",2013,365,58,305,2,0,0,0,121,73,60,0,0,57,307,1
"La Crosse-Onalaska, WI-MN","29100",2013,361,191,170,0,0,0,0,86,67,49,0,0,87,274,0
"La Grande, OR","29260",2013,365,221,139,5,0,0,0,145,74,44,0,0,0,365,0
"Laconia, NH","29060",2013,213,200,13,0,0,0,0,84,48,32,0,0,173,40,0
"Lafayette, LA","29180",2013,365,140,223,2,0,0,0,119,68,53,0,0,70,294,1
"Lafayette-West Lafayette, IN","29200",2013,365,94,271,0,0,0,0,99,74,58,0,0,33,332,0
"Lake Charles, LA","29340",2013,365,175,187,3,0,0,0,115,69,51,0,1,108,256,0
"Lake City, FL","29380",2013,364,214,150,0,0,0,0,89,61,47,0,0,79,285,0
"Lake Havasu City-Kingman, AZ","29420",2013,358,339,18,1,0,0,0,127,38,18,0,0,0,63,295
"Lakeland-Winter Haven, FL","29460",2013,365,242,122,1,0,0,0,105,58,43,0,0,125,238,2
"Lancaster, PA","29540",2013,365,152,205,8,0,0,0,142,77,54,0,1,104,260,0
"Lansing-East Lansing, MI","29620",2013,362,291,70,1,0,0,0,108,61,38,0,16,298,48,0
"Laramie, WY","29660",2013,364,235,126,3,0,0,0,122,67,47,0,0,300,8,56
"Laredo, TX","29700",2013,365,209,153,3,0,0,0,122,69,46,1,0,86,271,7
"Las Cruces, NM","29740",2013,365,149,162,39,8,2,5,453,112,58,0,3,254,32,76
"Las Vegas-Henderson-Paradise, NV","29820",2013,365,68,259,34,4,0,0,166,101,63,0,2,212,146,5
"Lawrenceburg, TN","29980",2013,110,68,42,0,0,0,0,68,60,44,0,0,0,110,0
"Lawton, OK","30020",2013,365,199,160,6,0,0,0,119,74,48,0,0,206,159,0
"Lebanon, PA","30140",2013,365,169,185,11,0,0,0,141,74,52,0,0,160,205,0
"Lewiston, ID-WA","30300",2013,323,202,121,0,0,0,0,98,66,42,0,0,0,323,0
"Lewiston-Auburn, ME","30340",2013,361,271,90,0,0,0,0,95,59,38,0,0,125,235,1
"Lexington, NE","30420",2013,60,55,5,0,0,0,0,72,50,19,0,0,0,0,60
"Lexington-Fayette, KY","30460",2013,365,171,194,0,0,0,0,83,64,52,0,8,63,293,1
"Lima, OH","30620",2013,362,268,92,2,0,0,0,112,61,40,0,0,148,214,0
"Lincoln, NE","30700",2013,257,219,38,0,0,0,0,77,57,38,0,0,170,87,0
"Little Rock-North Little Rock-Conway, AR","30780",2013,365,124,238,3,0,0,0,108,73,55,0,0,89,276,0
"Logan, UT-ID","30860",2013,365,133,188,28,16,0,0,184,114,55,0,9,88,268,0
"Longview, TX","30980",2013,364,310,50,4,0,0,0,129,54,35,0,3,361,0,0
"Longview, WA","31020",2013,365,283,82,0,0,0,0,84,60,29,0,0,0,365,0
"Los Alamos, NM","31060",2013,121,119,2,0,0,0,0,58,34,14,0,0,0,121,0
"Los Angeles-Long Beach-Anaheim, CA","31080",2013,365,8,254,78,25,0,0,197,140,79,0,13,160,191,1
"Louisville/Jefferson County, KY-IN","31140",2013,365,60,302,3,0,0,0,108,76,59,0,1,45,319,0
"Lubbock, TX","31180",2013,334,257,76,0,1,0,0,170,54,35,0,0,0,334,0
"Ludington, MI","31220",2013,181,141,38,2,0,0,0,112,67,40,0,0,181,0,0
"Lumberton, NC","31300",2013,117,81,36,0,0,0,0,68,58,39,0,0,0,117,0
"Lynchburg, VA","31340",2013,118,86,32,0,0,0,0,74,57,37,0,0,0,118,0
"Macon, GA","31420",2013,365,166,198,1,0,0,0,105,65,51,0,0,56,309,0
